,item,supplier,ref,description,spec,width:,weight:,position,qty,price/unit,unit,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,fabric,trims,outer,inner
2202,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2203,polybag w/ warning matter,,,airpill logo print:  16 cm,,,,centered on poly bag,1,,,black,black,black,black,,,,,airblaster,AB19WP3_056,0,1,1,0
2204,country of origin sticker (supplied by your side),,,made in china sticker,,,,centered above upc sticker,1,,,white,white,white,white,,,,,airblaster,AB19WP3_056,0,1,1,0
2205,upc sticker (supplied by your side),,,sticker width 3.5 cm,,,,lookers right bottom corner,1,,,white,white,white,white,,,,,airblaster,AB19WP3_056,0,1,1,0
2206,shell fabric,,,sotd109-c1-y 10k/8k 10k/8k +2-layer +breathable coating+dwr,,,,main body,none,,,,khaki,kombu green,,,,,,airblaster,AB17MP4_037,1,0,1,0
2207,lining,,,210t-e terry emboss taffeta   (supplied by ecoya),,,,"inside lining, lower leg gaiters",none,,,,black,black,,,,,,airblaster,AB17MP4_037,1,0,1,0
2208,lining,,, velvety tricot - soto048-1 (supplied by solis),,,,"inside waistband, handwarmer pocket bag front panel only, and inside fly panel",none,,,,black,black,,,,,,airblaster,AB17MP4_037,1,0,1,0
2209,other,,,nylon/elastic lycra - sono029-1 (supplied by solis),,,,"lower leg gators, internal crotch gusset",none,,,,black,black,,,,,,airblaster,AB17MP4_037,1,0,1,0
2210,zipper,,,"ykk no.5 nylon coil zippers, auto-lock slider da8lh",,,,fly,1,,,,khaki 886,duffel 237,,,,,,airblaster,AB17MP4_037,0,1,1,0
2211,zipper,,,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close from c.b. to side seam)",,,,back pockets,2,,,,khaki 886,duffel 237,,,,,,airblaster,AB17MP4_037,0,1,1,0
2212,zipper,,,"ykk no.3 nylon conceal zippers, auto-lock slider da8lh1 (zippers close from c.b. to side seam)",,,,phone pocket,1,,,,khaki 886,duffel 237,,,,,,airblaster,AB17MP4_037,0,1,1,0
2213,zipper pull,,,abzp_01 utility cord pulls (supplied by wei rong),,,,back pockets (2),2,,,,black,black,,,,,,airblaster,AB17MP4_037,0,1,1,0
2214,hardware,,,"abjbt_01 jean button (16.3mm) ('air blaster' deboss logo), incl. washer",,,,at c.f. closure.,1,,,,dark anti brass bi-18,dark anti brass bi-18,,,,,,airblaster,AB17MP4_037,0,1,1,0
2215,hardware,,,"snap buttons absnp_01 (sets), 17mm  (incl. washers)",,,,bang snaps (2),2,,,,dark anti brass bi-18,dark anti brass bi-18,,,,,,airblaster,AB17MP4_037,0,1,1,0
2216,hardware,,,12mm metal eyelet  (incl. washers),,,,"front waistband 10cm each side of center front (2), left belt loop (1)",3,,,,dark anti brass bi-18,dark anti brass bi-18,,,,,,airblaster,AB17MP4_037,0,1,1,0
2217,hardware,,,metal lace hook,,,,2 pcs at bottom leg openings.  place at cf of each leg opening.,2,,,,black oxidized,black oxidized,,,,,,airblaster,AB17MP4_037,0,1,1,0
2218,drawcord,,,polyester flat lace drawcord with metal sealed ends.  w:1 cm,,,,waistband,1,,,,black,dark olive,,,,,,airblaster,AB17MP4_037,0,1,1,0
2219,elastic,,,gripper elastic,,,,at inside lower leg gators,2,,,,black,black,,,,,,airblaster,AB17MP4_037,0,1,1,0
2220,main label,,,abwv_67 freedom main label,,,,"inside c.b. waist, see q/a for detail",1,,,,gold/black,gold/black,,,,,,airblaster,AB17MP4_037,0,1,1,0
2221,size label,,,abwv_69v vietnam size label,,,,sewn in and centered below main label,1,,,,black/gold,black/gold,,,,,,airblaster,AB17MP4_037,0,1,1,0
2222,w/c label,,,satin/printed w/c label   (supplied by your side),,,,"at inside wearers left, 8 cm from waistband seam",1,,,,black,black,,,,,,airblaster,AB17MP4_037,0,1,1,0
2223,abwvlp_01 woven loop,,,abwvlp_01 (supplied by sml),,,,inside center back waist seam,1,,,,black/gold,black/gold,,,,,,airblaster,AB17MP4_037,0,1,1,0
2224,branding,,,abpa_77 freedom seam label,,,,"hammer pocket, see placement page for detail",1,,,,black/oxblood,brown/ dark brown,,,,,,airblaster,AB17MP4_037,0,1,1,0
2225,hangtag,,,tbd,,,,tbd,1,,,,tbd,tbd,,,,,,airblaster,AB17MP4_037,0,1,1,0
2226,hangtag,,,tbd,,,,tbd,1,,,,tbd,tbd,,,,,,airblaster,AB17MP4_037,0,1,1,0
2227,polybag w/ warning matter,,,airpill logo print:  16 cm,,,,centered on poly bag,1,,,,black,black,,,,,,airblaster,AB17MP4_037,0,1,1,0
2228,country of origin sticker (supplied by your side),,,made in china sticker,,,,centered above upc sticker,1,,,,white,white,,,,,,airblaster,AB17MP4_037,0,1,1,0
2229,upc sticker (supplied by your side),,,sticker width 3.5 cm,,,,lookers right bottom corner,1,,,,white,white,,,,,,airblaster,AB17MP4_037,0,1,1,0
2230,shell fabric,,,sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis),,,,"main body, sleeves, collar, pockets",none,,,black,khaki,kombu green,dark navy,,,,,airblaster,AB18MJ2_081,1,0,1,0
2231,shell fabric,,,sotp069-c1-h 100% polyester 10k/8k 15k/10k+2-layer +breathable coating+dwr (supplied by solis),,,,hood,none,,,camel,black,black,oxblood,,,,,airblaster,AB18MJ2_081,1,0,1,0
2232,lining,,,210t-e emb07 terry emboss taffeta (supplied by ecoya),,,,"inside lining, powder skirt, pocket bag",none,,,black,black,black,black,,,,,airblaster,AB18MJ2_081,1,0,1,0
2233,other ,,, velvety tricot - soto048-1 (supplied by solis),,,,"comfort chin guard, inner front pocket bag panel",none,,,black,black,black,black,,,,,airblaster,AB18MJ2_081,1,0,1,0
2234,other,,,100% poly mesh - sotc025-1 (supplied by solis),,,,"vents, internal goggle pocket",none,,,black,black,black,black,,,,,airblaster,AB18MJ2_081,1,0,1,0
2235,other,,,nylon/elastic lycra - sono029-1 (supplied by solis),,,,"powder skirt, wrist gators",none,,,black,black,black,black,,,,,airblaster,AB18MJ2_081,1,0,1,0
2236,other,,,lycra binding tape,,,,internal mesh pocket opening,none,,,black,black,black,black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2237,other,,,gripper elastic,,,,powder skirt,none,,,black,black,black,black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2238,pellon,,,lightweight interfacing (item# tbd),,,,"inner storm flap, powder skirt closure flaps",none,,,white,white,white,white,,,,,airblaster,AB18MJ2_081,1,0,1,0
2239,pellon,,,heavyweight interfacing (item# tbd),,,,hood brim,none,,,white,white,white,white,,,,,airblaster,AB18MJ2_081,1,0,1,0
2240,zipper,,,"ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert)",,,,c.f.,1,,,camel 161,black,black,oxblood 097,,,,,airblaster,AB18MJ2_081,0,1,1,0
2241,zipper,,,ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down),,,,( 2) hand pockets,2,,,camel 161,black,black,oxblood 097,,,,,airblaster,AB18MJ2_081,0,1,1,0
2242,zipper,,,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)",,,, vents,2,,,camel 161,black,black,oxblood 097,,,,,airblaster,AB18MJ2_081,0,1,1,0
2243,zipper,,,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up)",,,,1 internal pocket at w.'s inside left,1,,,camel 161,black,black,oxblood 097,,,,,airblaster,AB18MJ2_081,0,1,1,0
2244,zipper pull,,,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),,,,"(2) pockets, (1) c.f. (2) vents,  (1) inside pocket",6,,,black,black,black,black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2245,stoppers,,,round barrel stopper - k-018 ,,,,(2) hood,2,,,black,dark olive,black,black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2246,stoppers,,,k343-2n push stoppers,,,,(2) bottom hem,2,,,black,dark olive,black,black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2247,hand pulls,,,plastic hand pulls zp11 ,,,, (2) bottom hem,2,,,black,dark olive,black,black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2248,webbing,,,"flat webbing tape, 8mm",,,, key clip attachment at inside wearer's right pocket,1,,,black,black,black,black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2249,webbing,,,flat webbing tape 8mm width,,,, (2)stopper attachments loops at bottom hem,2,,,black,black,black,black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2250,hardware,,,"metal eyelets, 12mm (incl. washers)",,,,"(4) at hood opening,  (4) inside bottom hem",8,,,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,airblaster,AB18MJ2_081,0,1,1,0
2251,hardware,,,"snap buttons absnp_01 (sets), 17mm (incl. washers)",,,," (6) c.f., (2) cuffs, (1) snap tabs at inside bottom hem,  (2) at powder skirt",11,,,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,airblaster,AB18MJ2_081,0,1,1,0
2252,hardware,,,male snap only (incl. washers),,,,(2) powder skirt (2) cuffs,4,,,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,airblaster,AB18MJ2_081,0,1,1,0
2253, drawcord,,,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,,,,hood,1,,,black,dark olive,black,black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2254,elastic drawcord,,, 2.5 mm elastic cord,,,,bottom hem adjustment,1,,,black,dark olive,black,black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2255,key clip,,,plastic key clip attched with webbing loop,,,,inside wearers right pocket.,1,,,black,black,black,black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2256,main label,,,abwv_67 freedom main label,,,,"inside c.b. neck, see q/a for placement",1,,,gold/black,gold/black,gold/black,gold/black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2257,size label,,,abwv_69v vietnam size label,,,,sewn in and centered below main label,1,,,black/gold,black/gold,black/gold,black/gold,,,,,airblaster,AB18MJ2_081,0,1,1,0
2258,w/c label,,,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",1,,,black,black,black,black,,,,,airblaster,AB18MJ2_081,0,1,1,0
2259,abwvlp_01 woven loop,,,abwvlp_01 (supplied by sml),,,,inside center back neck seam,1,,,black/gold,black/gold,black/gold,black/gold,,,,,airblaster,AB18MJ2_081,0,1,1,0
2260,branding,,,abpa_22 workwear label,,,,"left chest, see art placement page for detail",1,,,brown,brown,brown,brown,,,,,airblaster,AB18MJ2_081,0,1,1,0
2261,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB18MJ2_081,0,1,1,0
2262,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB18MJ2_081,0,1,1,0
2263,polybag w/ warning matter,,,airpill logo print:  16 cm,,,,centered on poly bag,1,,,clear,clear,clear,clear,,,,,airblaster,AB18MJ2_081,0,1,1,0
2264,country of origin sticker (supplied by your side),,,made in china sticker,,,,centered above upc sticker,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB18MJ2_081,0,1,1,0
2265,upc sticker (supplied by your side),,,sticker width 3.5 cm,,,,lookers right bottom corner,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB18MJ2_081,0,1,1,0
2266,main fabric,,,94% spun polyester 6%spandex single jersey + wicking               r21103023,,,,main body,none,,,black,pizza,tbd,tbd,,,,,airblaster,AB19KNJ1_002,1,0,1,0
2267,binding,,,94% spun polyester 6%spandex single jersey + wicking                      r21103023,,,,hood opening,none,,,black,pizza,tbd,tbd,,,,,airblaster,AB19KNJ1_002,1,0,1,0
2268,thread,,,none,,,,flatlock seams upper body,none,,,black,black,tbd,tbd,,,,,airblaster,AB19KNJ1_002,0,1,1,0
2269,thread,,,none,,,,flatlock seams lower body,none,,,black,black,tbd,tbd,,,,,airblaster,AB19KNJ1_002,0,1,1,0
2270,zipper,,,ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 ,,,,c.f. zipper,1,,,black,black,tbd,tbd,,,,,airblaster,AB19KNJ1_002,0,1,1,0
2271,zipper,,,ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 ,,,,waistband zipper,1,,,black,black,tbd,tbd,,,,,airblaster,AB19KNJ1_002,0,1,1,0
2272,main label,,,abtr_538v transfer label 100% polyester,,,,"inside c.b. neck, 3  cm below neck seam",1,,,white,black,tbd,tbd,,,,,airblaster,AB19KNJ1_002,0,1,1,0
2273,w/c label,,,satin label with print,,,,"wearer's left side seam, 10 cm up from waistband seam",1,,,black,black,black,black,,,,,airblaster,AB19KNJ1_002,0,1,1,0
2274,embroidery,,,ninja star abem_015a 2-color ,,,,"at wearer's left chest, sewn directly to chest with sns edge stitch, see palcement page for detail  (a. star color, b. pill color)",1,,,a) metallic silver st101                      b) black,,tbd,tbd,,,,,airblaster,AB19KNJ1_002,0,1,1,0
2275,embroidery,,,abem_310 pizza ninja star,,,,"at wearer's left chest, sewn directly to chest with sns edge stitch",1,,,,yellow/red/black/brown,,,,,,,airblaster,AB19KNJ1_002,0,1,1,0
2276,hangtag,,,none,,,,c.f. zipper. use white color webbing rope to attach. supplied by sml.,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19KNJ1_002,0,1,1,0
2277,size sticker,,,clear size indication zipper,,,,2 pcs placed on each designated white square on side of packing box.,2,,,clear,clear,clear,clear,,,,,airblaster,AB19KNJ1_002,0,1,1,0
2278,upc sticker,,,sticker width 3.5 cm,,,,"at bottom side of ninja suit packaging box.  place in looker's lower right corner, 2 cm from each edge.  upc sticker to be provided by factory for 12/13.",1,,,white,white,white,white,,,,,airblaster,AB19KNJ1_002,0,1,1,0
2279,ninja packing box,,,see sample,,,,garment folded neatly and placed in packing box.  will advise ordering information when available.,1,,,black,black,black,black,,,,,airblaster,AB19KNJ1_002,0,1,1,0
2280,shell fabric,,,sotf036-1 100% polyester terry jacquard bonded fleece (provided by solis),,,,"sleeves, placket, collar",none,,,,black,black,black,,,,,airblaster,AB19MF1_114,1,0,1,0
2281,shell fabric,,,sotf036-1 100% polyester terry jacquard bonded fleece (provided by solis),,,,front and back main body,none,,,,heather gray,oxblood,sea pine,,,,,airblaster,AB19MF1_114,1,0,1,0
2282,hardware,,,"sungrip chic plastic snap button, 13mm (incl. washers)",,,,(4) placket,4,,,,black g850,black g851,black g852,,,,,airblaster,AB19MF1_114,0,1,1,0
2283,main label,,,tbd,,,,centered 1.5cm below cb neck,1,,,,black/moonbeam,black/moonbeam,black/moonbeam,,,,,airblaster,AB19MF1_114,0,1,1,0
2284,size label,,,abwv_207 made in vietnam woven label,,,,sewn in and centered below abwv_84,1,,,,black/neutral gray,black/neutral gray,black/neutral gray,,,,,airblaster,AB19MF1_114,0,1,1,0
2285,w/c label,,,satin label with print,,,,"wearer's left side seam, 10 cm up from waistband seam",1,,,,black/white,black/white,black/white,,,,,airblaster,AB19MF1_114,0,1,1,0
2286,abwvlp_01 woven loop,,,abwvlp_205 loop label,,,,inside center back neck seam,1,,,,black,black,black,,,,,airblaster,AB19MF1_114,0,1,1,0
2287,branding,,,tbd,,,,tbd,1,,,,tbd,tbd,tbd,,,,,airblaster,AB19MF1_114,0,1,1,0
2288,hangtag,,,tbd,,,,tbd,1,,,,tbd,tbd,tbd,,,,,airblaster,AB19MF1_114,0,1,1,0
2289,hangtag,,,tbd,,,,tbd,1,,,,tbd,tbd,tbd,,,,,airblaster,AB19MF1_114,0,1,1,0
2290,polybag w/ warning matter (supplied by your side),,,airpill logo print:  16 cm,,,,same as 1314 bulk outerwear production,1,,,,tbd,tbd,tbd,,,,,airblaster,AB19MF1_114,0,1,1,0
2291,upc sticker,,,sticker width 3.5 cm,,,,"place in looker's lower right corner, 2 cm from each edge.  upc sticker to be provided by factory for 13/14",1,,,,white,white,white,,,,,airblaster,AB19MF1_114,0,1,1,0
2292,country of origin sticker,,,made in china sticker,,,,centered above upc sticker,1,,,,white,white,white,,,,,airblaster,AB19MF1_114,0,1,1,0
2293,shell fabric,,,sotp013-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),,,,"main body, sleeves, pockets, collar",none,,,black,forest,dk khaki,greyskull,,,,,airblaster,AB17MJ4_076,1,0,1,0
2294,shell fabric,,,sotp013-pr20-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),,,,"main body, sleeves, pockets, collar",none,,,,,,,wood duck critterflage,,,,airblaster,AB17MJ4_076,1,0,1,0
2295,lining,,, soto048-p velvety tricot -  smooth side used as face side,,,,front and back body only,none,,,night jungle,night jungle,night jungle,night jungle,,,,,airblaster,AB17MJ4_076,1,0,1,0
2296,lining,,, soto048-1 velvety tricot -  smooth side used as face side,,,,front and back body only,none,,,,,,,black,,,,airblaster,AB17MJ4_076,1,0,1,0
2297,lining,,, soto048-1 velvety tricot -  smooth side used as face side,,,,"inside lining, pocket bag, sleeves",none,,,black,black,black,black,black,,,,airblaster,AB17MJ4_076,1,0,1,0
2298,pellon,,,lightweight interfacing (item# tbd),,,,"collar, placket, cuffs, welts",none,,,white,white,white,white,white,,,,airblaster,AB17MJ4_076,1,0,1,0
2299,hardware,,,"snap buttons absnp_01 (sets), 17mm (incl. washers)",,,,(5)c.f.,5,,,bi-08 dull dark pewter,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-08 dull dark pewter,bi-17 mid dark anti brass,,,,airblaster,AB17MJ4_076,0,1,1,0
2300, drawcord,,,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,,,,bottom hem,1,,,black,black,black,black,black,,,,airblaster,AB17MJ4_076,0,1,1,0
2301,hardware,,,"metal eyelets, 12mm (incl. washers)",,,, (2) inside bottom hem,2,,,bi-08 dull dark pewter,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-08 dull dark pewter,bi-17 mid dark anti brass,,,,airblaster,AB17MJ4_076,0,1,1,0
2302,stopper,,,leather stopper abstpr_01,,,, (2) bottom hem drawcord,2,,,brown,brown,brown,brown,brown,,,,airblaster,AB17MJ4_076,0,1,1,0
2303,elastic ,,, 2.5 cm flat elastic ,,,,(2) cuffs,2,,,black,black,black,black,black,,,,airblaster,AB17MJ4_076,0,1,1,0
2304,main label,,,abwv_84 s.layer main label,,,,"inside c.b. neck, see q/a for placement",1,,,cream/black,cream/black,cream/black,cream/black,cream/black,,,,airblaster,AB17MJ4_076,0,1,1,0
2305,size label,,,abwv_69 inside joke label,,,,sewn in and centered below main label,1,,,black/cream,black/cream,black/cream,black/cream,black/cream,,,,airblaster,AB17MJ4_076,0,1,1,0
2306,w/c label,,,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",1,,,black,black,black,black,black,,,,airblaster,AB17MJ4_076,0,1,1,0
2307,abwvlp_01 woven loop,,,abwvlp_01 (supplied by sml),,,,inside center back neck seam,1,,,black/cream,black/cream,black/cream,black/cream,black/cream,,,,airblaster,AB17MJ4_076,0,1,1,0
2308,branding,,,abpa_82 leather terry patch,,,,"left back side seam, see placement page for detail",1,,,black/white,black/white,black/white,black/white,black/white,,,,airblaster,AB17MJ4_076,0,1,1,0
2309,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,tbd,,,,airblaster,AB17MJ4_076,0,1,1,0
2310,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,tbd,,,,airblaster,AB17MJ4_076,0,1,1,0
2311,polybag w/ warning matter,,,airpill logo print:  16 cm,,,,centered on poly bag,1,,,clear,clear,clear,clear,clear,,,,airblaster,AB17MJ4_076,0,1,1,0
2312,country of origin sticker (supplied by your side),,,made in china sticker,,,,centered above upc sticker,1,,,tbd,tbd,tbd,tbd,tbd,,,,airblaster,AB17MJ4_076,0,1,1,0
2313,upc sticker (supplied by your side),,,sticker width 3.5 cm,,,,lookers right bottom corner,1,,,tbd,tbd,tbd,tbd,tbd,,,,airblaster,AB17MJ4_076,0,1,1,0
2314,shell fabric,,,sotm108-2l2-h 100%nylon 10k/8k dwr+breathable coating (supplied by li peng),,,,"main body, sleeves. hood",none,,,black,evergreen,flame,day jungle,,,,,airblaster,AB18MJ1_084G,1,0,1,0
2315,lining,,,210t-e emb07 terry taffeta emboss (supplied by ecoya),,,,"powder skirt, pocket bag, sleeve lining, hood lining, below powder skirt",none,,,black,black,black,black,,,,,airblaster,AB18MJ1_084G,1,0,1,0
2316,other ,,, velvety tricot - soto048-1 (supplied by solis),,,,"comfort chin guard, inner front pocket bag panel",none,,,black,black,black,black,,,,,airblaster,AB18MJ1_084G,1,0,1,0
2317,other,,,100% poly mesh - sotc025-1 (supplied by solis),,,,"vents, internal goggle pocket",none,,,black,black,black,black,,,,,airblaster,AB18MJ1_084G,1,0,1,0
2318,other,,,nylon/elastic lycra - sono029-1 (supplied by solis),,,,powder skirt,none,,,black,black,black,black,,,,,airblaster,AB18MJ1_084G,1,0,1,0
2319,other,,,sotf104-1 100% polyester fleece,,,,front and back inside lining to top of powder skirt only,none,,,black,fire,fire,black,,,,,airblaster,AB18MJ1_084G,1,0,1,0
2320,other,,,lycra binding tape,,,,internal mesh pocket opening,none,,,black,black,black,black,,,,,airblaster,AB18MJ1_084G,1,0,1,0
2321,other,,,gripper elastic,,,,powder skirt,none,,,black,black,black,black,,,,,airblaster,AB18MJ1_084G,0,1,1,0
2322,other,,,"1x1 rib knit,good quality arcylic/spandex",,,,cuffs,none,,,black,black,black,black,,,,,airblaster,AB18MJ1_084G,0,1,1,0
2323,pellon,,,lightweight interfacing (item# tbd),,,,"inner storm flap, powder skirt closure flaps",none,,,white,white,white,white,,,,,airblaster,AB18MJ1_084G,1,0,1,0
2324,pellon,,,heavyweight interfacing (item# tbd),,,,hood brim,none,,,white,white,white,white,,,,,airblaster,AB18MJ1_084G,1,0,1,0
2325,zipper,,,"ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert)",,,,cf,1,,,black,evergreen 153,flame 819,cordovan 048,,,,,airblaster,AB18MJ1_084G,0,1,1,0
2326,zipper,,,ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down),,,,( 2) hand pockets,2,,,black,evergreen 153,flame 819,cordovan 048,,,,,airblaster,AB18MJ1_084G,0,1,1,0
