,material,interfacing
3547,", , , 210t nylon un-coated plain taffeta, , , , pocket bags, sleeve, inner body between #dh3502, hood lining",0
3548,", , , #dh3502, , , , quilted panel",0
3549,", , , #c062 tricot, , , , inner collar, chin guard, hand pocket bags",0
3550,", , , #a-012 mesh, , , , pit vents, mesh pocket",0
3551,", , , #jik-1186  lycra, , , , inner hand gaiters,  zip-to-pant section",0
3552,", , , utf 60g, , , , main body",0
3553,", , , utf 100g, , , , inner lining quilted panel",0
3554,", , , #st104 bemis 20mm seam tape, , , , fully seam sealed",0
3555,", , , ykk #5 metalux zipper 2 way open-end, swivel slider#da8lh1 + dag8 2-way slider, 32""
(for size large), , , cf zipper",0
3556,", , , ykk #5 metalux zipper 2 way open-end, swivel slider#da8lh1 + dag8 2-way slider, 32""
(for size large), , , cf zipper",0
3557,", , , ykk #5 metalux zipper 2 way open-end, swivel slider#da8lh1 + dag8 2-way slider, 32""
(for size large), , , cf zipper",0
3558,", , , ykk #5 metalux zipper. slider #da8lh1 swivel, 6 1/2"", , , chest pocket",0
3559,", , , ykk #5 metalux zipper. slider #da8lh1 swivel, 6 1/2"", , , chest pocket",0
3560,", , , ykk #5 metalux zipper. slider #da8lh1 swivel, 6 1/2"", , , chest pocket",0
3561,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 7 1/2"", , , hand pocket (side entry)",0
3562,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 7 1/2"", , , hand pocket (side entry)",0
3563,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 7 1/2"", , , hand pocket (side entry)",0
3564,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 14"", , , vents",0
3565,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 14"", , , vents",0
3566,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 14"", , , vents",0
3567,", , , ykk #3 regular facing coil zipper.  slider #dalh, 5"", , , sleeve pass pocket",0
3568,", , , ykk #3 regular facing coil zipper.  slider #dalh, 5"", , , sleeve pass pocket",0
3569,", , , ykk #3 regular facing coil zipper.  slider #dalh, 5"", , , sleeve pass pocket",0
3570,", , , ykk #3 regular facing coil zipper.  slider #dalh, 7"", , , media pocket",0
3571,", , , ykk #3 regular facing coil zipper.  slider #dalh, 7"", , , media pocket",0
3572,", , , ykk #3 regular facing coil zipper.  slider #dalh, 7"", , , media pocket",0
3573,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3574,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3575,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3576,", , , #1819-rl-001-20
""ride 20k"" woven label , , , , inside neck labeling",0
3577,", , , #1819-rl-007
size label , , , , adult woven size label. see labeling spec",0
3578,", , , #1819-rl-021
inner main woven label , , , , inside labeling. see labeling spec",0
3579,", , , #rt-005
inner woven loop , , , , cb hanger loop sewn into neck seam",0
3580,", , , #rt-006-new
strip edge taping, , , , above powder skirt",0
3581,", , , #coc-cc37.5-logo-wvn-gr-h
37.5 woven label-, , , , right side seam, under lift ticket grommet",0
3582,", , , #rm-08
grommet for lift ticket, , , , right side seam, above 37.5 woven label",0
3583,", , , #a108-1 key clip, , , , inside right hand pocket",0
3584,", , , #rl-lthr-001
""ride"" deboss leather patch, , , , wr right hand pocket flap",0
3585,", , , #rl-pin
leather patch w/ metal logo, , , , wr left sleeve",0
3586,", , , #rt-lthr-zp
leather zipper puller, , , , cf zipper puller",0
3587,", , , 8mm logo rivet, , , , cf zipper puller",0
3588,", , , ""zipnrip"" screen print, , , , on power skirt",0
3589,", , , #rt-003
silicone zipper puller, , , , chest pocket(1), hand pocket(4), vent(2),  pass pocket(1), media pocket(1), zip to pant(1)",0
3590,", , , #s080
cordlock, , , , back hood adjustment",0
3591,", , , #zm057
cordura grip tab, , , , back hood adjustment",0
3592,", , , #s301
cordlock , , , , front hood(2), bottom hem(2)",0
3593,", , , #0350219
small cord tip, , , , hood(2), cord end cap inside hand pocket(2)",0
3594,", , , #p221
platic bead, , , , front hood",0
3595,", , , 1/4""  herringbone webbing, , , , front/back hood & hem- leash for cordlock",0
3596,", , , 3mm elastic bungee cord , , , , hood & hem",0
3597,", , , #1414
14mm plastic stock snap (set), , , , powder skirt",0
3598,", , , #1414
14mm plastic stock snap (male part), , , , powder skirt 2nd row for adjustment ",0
3599,", , , #0509
ykk metal snap(s-spring), , , , storm flap(4 set), hand pocket flap(4 set)",0
3600,", , , #0509
ykk metal snap(cap only), , , , cuff adjustment",0
3601,", , , stock gripper, , , , powder skirt",0
3602,", , , 12mm non-logo grommet, , , , back hood drawcord exit ",0
3603,", , , 10mm non-logo grommet, , , , front hood drawcord exit(4), bottom hem drawcord exit(6)",0
3604,", , , 20mm elastine binding, , , , media pocket cord outlet, inner mesh pocket",0
3605,", , , 10mm tape, , , , zip to pant zipper tape back side clean finish binding",0
3606,", , , velcro 3"" l x 1/2"" w hook & loop, , , , storm flap(4)",0
3607,", , , velcro 4 l x 3/4 w loop, , , , cuff adjustment",0
3608,", , , velcro 2"" l x 3/4"" w hook, , , , cuff adjustment",0
3609,", , , rpw11001-r1c2 2.5l twill, , , , main fabric twill",0
3610,", , , rpw11001-r1c2 2.5l twill, , , , main fabric
melange twill",0
3611,", , , khaki, , , , main fabric rpw11001-r1c2 2.5l twill",0
3612,", , , 210t nylon coated plain taffeta, , , , powder skirt, hand gaitor",0
3613,", , , 210t nylon un-coated plain taffeta, , , , pocket bags, sleeve, inner body between dh3502, media pocket",0
3614,", , , #dh3502, , , , inner main body lining",0
3615,", , , #c-062 tricot, , , , chin guard, hand pocket bags, main inner lining, chest warmer pocket",0
3616,", , , #c-062 tricot, , , , inside collar",0
3617,", , , #a-012 mesh, , , , pit vents, mesh pocket",0
3618,", , , #b181 closed hole mesh, , , , around inner pit vents mesh",0
3619,", , , #jik-1186  lycra, , , , inner hand gaiters,  zip-to-pant section",0
3620,", , , (15)g1d0185kzx6030)
sherpa, , , , inside collar",0
3621,", , , #st104 bemis 20mm seam tape, , , , fully seam sealed",0
3622,", , , ykk #5 vislon zipper 2 way open-end, swivel slider#da8lh1 + dag8 2-way slider, 32""
(for size large), , , cf zipper",0
3623,", , , ykk #5 vislon zipper 2 way open-end, swivel slider#da8lh1 + dag8 2-way slider, , , , ",0
3624,", , , ykk #5 vislon zipper 2 way open-end, swivel slider#da8lh1 + dag8 2-way slider, , , , ",0
3625,", , , ykk #5 metalux facing coil zipper. slider #da8lh1 swivel, 7 3/4"", , , chest pocket",0
3626,", , , ykk #5 metalux facing coil zipper. slider #da8lh1 swivel, , , , ",0
3627,", , , ykk #5 metalux facing coil zipper. slider #da8lh1 swivel, , , , ",0
3628,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 8"", , , hand pocket",0
3629,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, , , , ",0
3630,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, , , , ",0
3631,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 12"", , , vents",0
3632,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, , , , ",0
3633,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, , , , ",0
3634,", , , ykk #3 regular facing coil zipper.  slider #dalh, 7"", , , exterior access to media pocket",0
3635,", , , ykk #3 regular facing coil zipper.  slider #dalh, , , , ",0
3636,", , , ykk #3 regular facing coil zipper.  slider #dalh, , , , ",0
3637,", , , ykk #3 regular facing coil zipper.  slider #dalh, 8"", , , inner media pocket",0
3638,", , , ykk #3 regular facing coil zipper.  slider #dalh, , , , ",0
3639,", , , ykk #3 regular facing coil zipper.  slider #dalh, , , , ",0
3640,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3641,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , , , , ",0
3642,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , , , , ",0
3643,", , , #1819-rl-001-20
""ride 20k"" woven label , , , , inside neck labeling",0
3644,", , , #1819-rl-007
size label , , , , adult woven size label. see labeling spec",0
3645,", , , #1819-rl-021
inner main woven label , , , , inside labeling. see labeling spec",0
3646,", , , #rt-005
inner woven loop , , , , cb hanger loop sewn into neck seam",0
3647,", , , #rt-006-new
strip edge taping, , , , above powder skirt",0
3648,", , , #coc-cc37.5-logo-wvn-gr-h
37.5 woven label-, , , , right side seam, under lift ticket grommet",0
3649,", , , #rl-lthr-001
""ride"" deboss leather patch, , , , above wearer's right hem",0
3650,", , , #rl-pin
leather patch w/ metal logo, , , , left sleeve",0
3651,", , , #rm-08
grommet for lift ticket, , , , right side seam, above 37.5 woven label",0
3652,", , , #a108-1 key clip, , , , inside right hand pocket",0
3653,", , , #rt-lthr-zp
leather zipper puller, , , , cf zipper puller",0
3654,", , , 8mm logo rivet, , , , cf zipper puller",0
3655,", , , ""zipnrip"" screen print, , , , on power skirt",0
3656,", , , faux suede leather, , , , hand pocket decoration",0
3657,", , , #rt-003
silicone zipper puller, , , , chest pocket(2), hand pocket(2), vent(2), media pocket(1), zip to pant(1)",0
3658,", , , #s080
cordlock, , , , back hood adjustment",0
3659,", , , #zm057
cordura grip tab, , , , back hood adjustment",0
3660,", , , #0350034
rubberized bead cord stopper, , , , waist drawcord adjustment",0
3661,", , , 1/4""  herringbone webbing, , , , back hood- leash for cordlock",0
3662,", , , 3mm elastic bungee cord , , , , hood",0
3663,", , , #1414
14mm plastic stock snap (set), , , , powder skirt",0
3664,", , , #1414
14mm plastic stock snap (male part), , , , powder skirt 2nd row for adjustment ",0
3665,", , , #0509
ykk metal snap (s-spring), , , , storm flap(2 full set), hand pocket flap(2 cap only)",0
3666,", , , stock gripper, , , , powder skirt",0
3667,", , , 12mm non-logo grommet, , , , back hood drawcord exit ",0
3668,", , , 10mm non-logo grommet, , , , front hood drawcord exit(2), waist drawcord exit(2), bottom hem drawcord exit(2)",0
3669,", , , 20mm elastine binding, , , , media pocket cord outlet, inner mesh pocket",0
3670,", , , 10mm tape, , , , zip to pant zipper tape back side clean finish binding",0
3671,", , , #cap-31
faux leather cordlock, , , , front hood(2), hem(2)",0
3672,", , , #rt-dc-slub
circle drawcords , , , , hood, hem, waist",0
3673,", , , drawcord end tips, , , , drawcord tips",0
3674,", , , clear tpu, , , , media pocket",0
3675,", , , velcro 2"" l x 1/2"" w hook & loop, , , , storm flap(4), hand pocket(2)",0
3676,", , , velcro 4 l x 1 w loop, , , , cuff adjustment",0
3677,", , , velcro 2"" l x 1"" w hook, , , , cuff adjustment",0
3678,", , , shell 1 colors 1
dt-1693, , , , garment",0
3679,", , , shell 1 colors 2
dt-1693, , , , inside collar + bottom hem",0
3680,", , , mesh, , , , body",0
3681,", , , nylon 210t, , , , sleeves lining + hood + pocket bag",0
3682,", , , critical seam tape, , , , hood / collar / shoulder / armhole",0
3683,", , , zipper vislon # 5 - 1way - separable- autolock
sd51ma.rt
, , , , front zip",0
3684,", , , zipper reverse # 5 - 1way - non separable - non lock
sn52max
, , , , hands pockets under flap (2)
chest pocket (1)",0
3685,", , , zipper cord 2 tone  16cm, , , , front opening (1)
front pockets (2)
chest pocket (1)",0
3686,", , , 2,5mm elastic cord , , , , bottom adjustment  (1)
hood adjustment (1)",0
3687,", , , new mmg cord stopper 
20mm+ slit, , , , bottom adjustment  (1)
hood adjustment (2)",0
3688,", , , 10mm metal eyelet, , , , bottom adjustment  (2)
hood adjustment (4)",0
3689,", , , plastic pearl, , , , hood adjustment (2)",0
3690,", , , 10mm nylon webbing , , , , bottom adjustment  (2)
hood adjustment (2)",0
3691,", , , velcro female (rounded corner)
12x60mm, , , , hood (3)
collar (3)",0
3692,", , , velcro male (rounded corner)
12x60mm, , , , collar flap (3)",0
3693,", , , velcro female ( rounded corner)
20x80mm, , , , back hood adjustment
on  garment  ",0
3694,", , , velcro male ( rounded corner)
20x60mm, , , , back hood adjustment 
on  flap ",0
3695,", , , velcro female ( rounded corner)
20x100mm, , , ,  cuff adjustment
on  garment  ",0
3696,", , , velcro male ( rounded corner)
20x60mm, , , ,  cuff adjustment
on  flap ",0
3697,", , , embroidery  lafuma 72 mm, , , , right front / top",0
3698,", , , embroidery lafuma feuille 20 mm, , , , left sleeve / top",0
3699,", , ,  climactive woven fly, , , , bottom left back",0
3700,", , , main label medium size, , , , neckline / centered ",0
3701,", , , size woven label mmg 
men alpha/top, , , , neckline / centered ",0
3702,", , , care label & p.o. label, , , , left side seam ",0
3703,", , , hang tag low impact, , , , on top of corporate ht",0
3704,", , , hangtag lafuma corporate, , , , left side pocket",0
3705,", , , hang tag climactive, , , , refer artwork for position ",0
3706,", , , hang tag pfc free, , , , on back of corporate ht",0
3707,", , , polybag, , , , ",0
3708,", , , shell 1 
06302 5k/5k, , , , garment",0
3709,", , , mesh, , , , body",0
3710,", , , taffetas nylon 210t, , , , sleeves lining + hood + pocket bag + front panel lining",0
3711,", , , brush tricot 
ref: am1378 asia fit, , , , chin guard",0
3712,", , , non woven, , , , flaps + embroideries backside",0
3713,", , , shell 2
pr20 nylon fd
, , , , inner jkt - ",0
3714,", , , taffetas lining 210 t , , , , sleeves
pockets lining ",0
3715,", , , brush tricot 
ref: am1378 asia fit, , , , body lining",0
3716,", , , insulation 
primaloft black eco 100 grs
, , , , body  & sleeve",0
3717,", , , zipper vislon # 5 - 1way - separable- autolock
sd51ma.rt
, , , , front zip",0
3718,", , , zipper vislon #5- 1way - left insert
vsor-56 da86 e p14 kensin musi n-anti newkob4, , , , front zip (inside jkt) / 3in1 system",0
3719,", , , zipper reverse # 5 - 1way - non separable - non lock
sn52max
, , , , hands pockets under flap (2)
chest pocket (1)",0
3720,", , , nylon  #3 - 1way -
non separable -non lock - drop puller , , , , inner pocket ",0
3721,", , , cord puller, , , , front opening (1)
",0
3722,", , , cord puller, , , , front pockets (2)
chest pocket (1)",0
3723,", , , 17mm  metal snap  
(male & female)  (nvisible), , , , front flap (2 on top + 1 on bottom)",0
3724,", , , 17mm  metal snap  
(male & female)  (nvisible), , , , front hood & collar flap (4)
back hood removable system  (3)",0
3725,", , , 17mm metal snap  
( female)  (nvisible), , , , removable hood system
back collar flap  (3)",0
3726,", , , 2,5mm elastic cord , , , , bottom adjustment  (1)
hood adjustment (1)",0
3727,", , , new mmg cord stopper 
20mm+ slit, , , , bottom adjustment  (1)
hood adjustment (2)",0
3728,", , , 10mm metal eyelet, , , , bottom adjustment  (2)
hood adjustment (4)",0
3729,", , , plastic pearl, , , , hood adjustment (2)",0
3730,", , , 5mm polyester webbing , , , , bottom adjustment  (2)
hood adjustment (2)
to hold stopper and cord",0
3731,", , , velcro female velvet (rounded corner)
10x60mm, , , , front flap",0
3732,", , , velcro male hook (rounded corner)
10x60mm, , , , garment front",0
3733,", , , velcro female velvet (rounded corner)
20x100mm, , , , back hood adjustment
on  garment  ",0
3734,", , , velcro male hook ( rounded corner)
20x60mm, , , , back hood adjustment 
on  flap ",0
3735,", , , velcro female velvet (rounded corner)
20x100mm, , , ,  cuff adjustment
on  garment  ",0
3736,", , , velcro male hook (rounded corner)
20x60mm, , , ,  cuff adjustment
on  flap ",0
3737,", , , 12mm nylon webbing , , , , jkt connection 
neckline  (1)
sleeves connection(2)",0
3738,", , , 10 mm plastic snap, , , , jkt connection 
neckline  (1)
sleeves connection(2)",0
3739,", , , zipper vislon # 5 - 1way - right insert
vsor-58 du4 e p14 kensin musi n-anti newkob4, , , , front zip",0
3740,", , , zipper reverse # 5 - 1way - non separable - non lock
sn52max
, , , , hands pockets under flap (2)",0
3741,", , , mmg webbing 5mm width, , , , jkt connection 
back neckline  (1)
bottom  sleeves (2)",0
