,Style,position,item,ref num,content,colorway 1 ,colorway 2,colorway 3,none,none.1,none.2,amount,0,0.1,0.2,location ,silt,military,ink,port,bone,black,walnut,location,colorway 1,colorway 4,colorway 5,colorway 6,soil,vintage camo broken twill,dusty green,0.3,soil / black,black / oxblood,gunmetal / bombay,dark slate,rust,raven,none.3,none.4,slider ref number,floral print broken twill,black/ rust,bone/ black,gunmetal/ ink,details,colorways,0.4,black overdye denim,brown overdye denim,bone/floral print,rust / black,ink / gunmetal,gunmetal,silt ,bone ,silt / gunmetal,walnut / ink,camo,sand / dark slate,harvest / raven,raw blue denim,pink,ref number,winter 2018/2019,contractor:,soluna
60,L1-102-18_SUTTON_4_7_17_TRIMS.csv,care and content labels,,supplier/ reference number,,,,,,,,amount,0,0,,,,military,ink,,,black,,location,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,L1-102-18_SUTTON_4_7_17_TRIMS.csv,address label,,factory sourced,,,,,,,,1,none,none,,,,none,address label,,,none,,lining left side seam,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,L1-102-18_SUTTON_4_7_17_TRIMS.csv,content label,,factory sourced,,,,,,,,1,none,none,,,,none,content label,,,none,,lining left side seam,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,L1-102-18_SUTTON_4_7_17_TRIMS.csv,washing label,,factory sourced,,,,,,,,1,none,none,,,,none,washing label,,,none,,lining left side seam,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-109-17_STOOGE_072616_SHELL.csv,body,"cotton touch nylon 5k 5k coating + c6 w/r, $3.95 5k/5k",solis/ sonp020-cc01-m,100% nylon,,,,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,dark slate,,raven,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-109-17_STOOGE_072616_SHELL.csv,insulation,item,supplier/ ref number,content,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,dark slate,,raven,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-109-17_STOOGE_072616_SHELL.csv,seam tape,item,supplier/ ref number,content,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,dark slate,,raven,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1-109-17_STOOGE_072616_SHELL.csv,lining,item,supplier/ ref number,content,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,dark slate,,raven,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1-109-17_STOOGE_072616_SHELL.csv,body,solid quilted satin,solis / ref number,none,,,,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,pearl,,pearl,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1-109-17_STOOGE_072616_SHELL.csv,"sleeves, hand pocket lining",solid satin,solis / ref number,none,,,,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,pearl,,pearl,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,calvary stretch twill,,raco / calvary stretch twill 950703-b / 10k/10k / c6 + dwr,100% polyester,,,,none,none,,,,,,a,,military,ink,,,black,,,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,leather,,suppler? can you source same quality as other faux  leather trims,none,,,,none,none,,,,,,back right belt loop,,brown faux leather,brown faux leather,,,brown faux leather,,,,,,,,,,,,,,,brown faux leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,insulation,,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,ink,,,black,,,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,seam tape,,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,ink,,,black,,,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,seam tape,,tsgs ,none,,,,none,none,,,,,,fully taped,,fully taped,fully taped,,,fully taped,,,,,,,,,,,,,,,fully taped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,lining,,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,ink,,,black,,,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,regular mesh,,1606b02 (als-16038),100% polyester,,,,none,none,,,,,,main body,,black,black,,,black,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,solid 210t ,,solis / sonp006-1,100% nylon,,,,none,none,,,,,,secondary pocket bags,,black,black,,,black,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,solid coated 210t,,solis / sonp006-pu03,100% nylon,,,,none,none,,,,,,lower leg & gaiter,,black,black,,,black,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,brushed tricot,,supplier / ref code,100% polyester,,,,none,none,,,,,,"waistband, fly, hand pocket bags",,black,black,,,black,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,lower leg lining print (see pdf),,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,ink,,,black,,,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,L1-209-18_SLIM_CARGO_04-04-17_SHELL.csv,on coated 210t,,please source ,none,,,,none,none,,,,,,lower leg front and back,,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,,,pantone 18-0950 tcx harvest screen print,,,,,,,,,,,,,,,pantone 18-0403 tcx gunmetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,insulation,,supplier/ reference number,content,,,,0,0,0,,,,,location ,,,,,,,,,,,,,,vintage camo broken twill,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,polyfill,,pinneco mantle,100% polyester,,,,none,none,none,,,,,seat,,,,,,,,,,,,,,40g,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,polyfill,,pinneco mantle,100% polyester,,,,none,none,none,,,,,knees (front),,,,,,,,,,,,,,40g,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,seam tape,,supplier/ reference number,content,,,,0,0,0,,,,,location ,,,,,,,,,,,,,,vintage camo broken twill,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,lining,,supplier/ reference number,content,,,,0,0,0,,,,,location ,,,,,,,,,,,,,,vintage camo broken twill,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,solid 210t ,,solis/ sonp006-1 ,100% nylon,,,,none,none,none,,,,,legs,,,,,,,,,,,,,,black,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,solid 210t ,,solis / sonp006-pu03,100% nylon,,,,none,none,none,,,,,lower leg & gaiter,,,,,,,,,,,,,,black,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,solid 210t ,,solis/ sonp006-1 ,100% nylon,,,,none,none,none,,,,,secondary pocket bags,,,,,,,,,,,,,,black,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,brushed tricot,,brushed tricot,100% polyester,,,,none,none,none,,,,,hand pocket bags,,,,,,,,,,,,,,black,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,regular mesh,,1606b02 (als-16038),100% polyester,,,,none,none,none,,,,,leg vents,,,,,,,,,,,,,,black,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,lower leg lining print (see pdf),,supplier/ reference number,content,,,,0,0,0,,,,,location ,,,,,,,,,,,,,,vintage camo broken twill,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,fly ,#5 coil ,ykk dalh // 1-way locking,,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,front pockets,#5 coil ,non ykk dadhr diecast wire // 1-way locking,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,back pockets,#5 coil ,non ykk dadhr diecast wire // 1-way locking,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,"""balls out"" venting",#5 coil,"non ykk dadhr diecast wire // 2 sliders on closed ends tape, zip down each side to close (locking)",,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,hem,#5 coil ,non ykk dadhr diecast wire // 1-way locking,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,l1 branded trims,item,supplier/ ref number,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,waist closure,17mm donut post shank,supplier /l1-2016-trim-006,,,none,none,,,,1,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,back left pocket ,l1 suede bar patch,l1-2016-trim-000,,,none,none,,,,1,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,front left hem,l1 embroidery large,factory sorced // l1-2016-trim-027,,,none,none,,,,1,,,,,,,,,,,,,dtm shell,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,snaps,#5 coil ,#ref!,,,colorway 3,colorway 4,,,,colorway 1,,,,,,,,,,,,,colorway 2,colorway 5,colorway 6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,other trims,item,supplier/ ref number,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,right hand pocket,key clip,j&k // hk-001,,,none,none,,,,1,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,front of leg gaiter,metal boot hook,supplier / ref number,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,webbing & elastic,item,supplier/ ref number,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,thread,spi,supplier/ ref number,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,"shell seams 1/4"" allowance ",12 spi (special allowance to avoid seam slip on shell  fabric),# 604 tseu,,,we have had ripping problems in the past,none,,,,regular thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,denim weight topstitch,8-10 spi,#606 tseu,,,none,none,,,,heavy weight topstitch thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,l1 marketing,item,supplier/ ref number,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,front left belt loop,l1 pant hang tag,supplier // ,,,none,none,,,,1,,,,,,,,,,,,,l1 pant hang tag,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,front left belt loop behind main hang tag,l1 pant fit hang tag ,supplier // slim,,,none,none,,,,1,,,,,,,,,,,,,l1 pant fit hang tag  //  slim,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,center back waist band facing,l1 pant size label,l1 pant size label,,,none,none,,,,1,,,,,,,,,,,,,l1 pant size label,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,lining front right,l1 main label,slim fit // 10k/10k // fully taped ,,,none,none,,,,1,,,,,,,,,,,,,slim fit // 10k/10k // fully taped ,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,lining left side seam,address label,sew as loop,,,none,none,,,,1,,,,,,,,,,,,,address label,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,lining left side seam,content label,sew as loop,,,none,none,,,,1,,,,,,,,,,,,,content label,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,lining left side seam,address label,sew as loop,,,none,none,,,,1,,,,,,,,,,,,,address label,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,L1-205-17_SLIM_CHINO_PANT_TRIMS.csv,front left belt loop to attach hang tags,clear zip tie,supplier // ,,,none,none,,,,1,,,,,,,,,,,,,clear zip tie,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,back right pocket,#3 coil,,,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,non ykk dadr12 fashion drop  // 1-way locking,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,leg vents,#5 coil,,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,non ykk dadhr diecast wire // 1-way locking,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,hem,#5 coil,,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,non ykk dadhr diecast wire // 1-way locking,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,zipper pulls,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,leg venting, self fabric pull,,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,shell fabric matching,none,none,none,,,,,,,,,,,,,factory made // 11nt-045 ,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,l1 branded trims,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,slider ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,"bib chest pocket, shoulders, side entry",17mm donut post shank,,,,none,none,,,,7,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,l1-2016-trim-005,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,"top edge of left hand hand pocket, both edges of right hand pocket",10mm denim rivet ,,,,none,none,,,,3,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,14-l1sp-089,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,"bottom left hand pocket,  top left back pocket","10mm 
square rivet ",,,,none,none,,,,2,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,l1-2016-trim-004,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,front left hem,l1 embroidery large,,,,none,none,,,,1,,,,,,,,,,,,,dtm shell,none,none,none,,,,,,,,,,,,,factory sorced // l1-2016-trim-027,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,snaps,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
11,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,other trims,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,slider ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
12,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,strap adjusts,metal strap adjust ,,,,none,none,,,,1 per side = 2 sets,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,please sorce as sample / ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
13,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,right hand pocket,key clip,,,,none,none,,,,1,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,j&k // hk-001,,,,,,,,,,,,,,,,,,,,,,,,,,
14,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,front of leg gaiter,metal boot hook,,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,supplier / ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,webbing & elastic,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
16,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,velcro,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
17,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,thread,spi,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
18,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,"shell seams 1/4"" allowance ",12 spi (special allowance to avoid seam slip on shell  fabric),,,,we have had ripping problems in the past,none,,,,regular thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,# 604 tseu,,,,,,,,,,,,,,,,,,,,,,,,,,
19,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,seams,8-10 spi,,,,none,none,,,,regular thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,# 604 tseu,,,,,,,,,,,,,,,,,,,,,,,,,,
20,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,denim weight topstitch,8-10 spi,,,,none,none,,,,heavy weight topstitch thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,#606 tseu,,,,,,,,,,,,,,,,,,,,,,,,,,
21,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,l1 marketing,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
22,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,front left belt loop,l1 pant hang tag,,,,none,none,,,,1,,,,,,,,,,,,,l1 pant hang tag,none,none,none,,,,,,,,,,,,,supplier //,,,,,,,,,,,,,,,,,,,,,,,,,,
23,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,front left belt loop behind main hang tag,denim warning hang tag,,,,none,none,,,,1,,,,,,,,,,,,,denim warning hang tag,none,none,none,,,,,,,,,,,,,supplier // ,,,,,,,,,,,,,,,,,,,,,,,,,,
24,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,front left belt loop behind denim dye warning hang tag,l1 pant fit hang tag ,,,,none,none,,,,1,,,,,,,,,,,,,l1 pant fit hang tag  // slim fit,none,none,none,,,,,,,,,,,,,supplier // slim fit,,,,,,,,,,,,,,,,,,,,,,,,,,
25,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,center back waist band facing,l1 wmns pant size label,,,,none,none,,,,1,,,,,,,,,,,,,l1 wmns pant size label,none,none,none,,,,,,,,,,,,,l1 wmns pant size label,,,,,,,,,,,,,,,,,,,,,,,,,,
26,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,lining front right,l1 wmns main label,,,,none,none,,,,1,,,,,,,,,,,,,slim fit // 10k/10k // critically taped,none,none,none,,,,,,,,,,,,,slim fit // 10k/10k // critically taped,,,,,,,,,,,,,,,,,,,,,,,,,,
27,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,lining left side seam,address label,,,,none,none,,,,1,,,,,,,,,,,,,address label,none,none,none,,,,,,,,,,,,,sew as loop,,,,,,,,,,,,,,,,,,,,,,,,,,
28,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,lining left side seam,content label,,,,none,none,,,,1,,,,,,,,,,,,,content label,none,none,none,,,,,,,,,,,,,sew as loop,,,,,,,,,,,,,,,,,,,,,,,,,,
29,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,lining left side seam,address label,,,,none,none,,,,1,,,,,,,,,,,,,address label,none,none,none,,,,,,,,,,,,,sew as loop,,,,,,,,,,,,,,,,,,,,,,,,,,
30,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,front left belt loop to attach hang tags,clear zip tie,,,,none,none,,,,1,,,,,,,,,,,,,clear zip tie,none,none,none,,,,,,,,,,,,,supplier //,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-202-17_OVERALL_TRIMS.csv,fly ,#5 coil ,ykk dalh // 1-way locking,,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-202-17_OVERALL_TRIMS.csv,hand pockets,#5 coil ,non ykk dadhr diecast wire // 1-way locking,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-202-17_OVERALL_TRIMS.csv,back right pocket,#5 coil ,non ykk dadr4 l-type drop// 1-way locking,,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1-202-17_OVERALL_TRIMS.csv,"""balls out"" venting",#5 coil,"non ykk dadhr diecast wire // 2 sliders on closed ends tape, zip down each side to close (locking)",,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1-202-17_OVERALL_TRIMS.csv,hem,#5 coil,non ykk dadhr diecast wire // 1-way locking,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1-202-17_OVERALL_TRIMS.csv,zipper pulls,item,supplier/ ref number,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1-202-17_OVERALL_TRIMS.csv,hand pockets, self fabric pull,factory made // 11nt-045 ,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,shell fabric matching,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1-202-17_OVERALL_TRIMS.csv,"""balls out"" venting", self fabric pull,factory made // 11nt-045 ,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,shell fabric matching,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
